"name","namespaceName","version","versionFormat","metrics.total.critical","metrics.total.high","metrics.total.medium","metrics.total.unknown","metrics.unresolved.critical","metrics.unresolved.high","metrics.unresolved.medium","metrics.unresolved.unknown","metrics.fixAvailable.critical","metrics.fixAvailable.high","metrics.fixAvailable.medium","metrics.fixAvailable.unknown","timestamp"
"glibc","ubuntu:20.04","2.31-0ubuntu9.2","dpkg","3","3","5","","3","3","5","","3","2","5","","2023-07-13T09:03:51"
"gnutls28","ubuntu:20.04","3.6.13-2ubuntu1.3","dpkg","2","","2","","2","","2","","2","","2","","2023-07-13T09:03:51"
"pcre2","ubuntu:20.04","10.34-7","dpkg","2","","","","2","","","","2","","","","2023-07-13T09:03:51"
"dpkg","ubuntu:20.04","1.19.7ubuntu3","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"lz4","ubuntu:20.04","1.9.2-2","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"ncurses","ubuntu:20.04","6.2-0ubuntu2","dpkg","","2","1","","","2","1","","","2","1","","2023-07-13T09:03:51"
"pcre3","ubuntu:20.04","2:8.39-12build1","dpkg","","2","1","","","2","1","","","1","1","","2023-07-13T09:03:51"
"nettle","ubuntu:20.04","3.5.1+really3.5.1-2","dpkg","","2","","","","2","","","","2","","","2023-07-13T09:03:51"
"systemd","ubuntu:20.04","245.4-4ubuntu3.5","dpkg","","1","7","","","1","7","","","1","4","","2023-07-13T09:03:51"
"libgcrypt20","ubuntu:20.04","1.8.5-5ubuntu1","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"perl","ubuntu:20.04","5.30.0-9ubuntu0.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"zlib","ubuntu:20.04","1:1.2.11.dfsg-2ubuntu1.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"bash","ubuntu:20.04","5.0-6ubuntu1.1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"e2fsprogs","ubuntu:20.04","1.45.5-2ubuntu1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"gmp","ubuntu:20.04","2:6.2.0+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"tar","ubuntu:20.04","1.30+dfsg-7ubuntu0.20.04.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"util-linux","ubuntu:20.04","2.34-0.1ubuntu9.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"gnupg2","ubuntu:20.04","2.2.19-3ubuntu2.1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"shadow","ubuntu:20.04","1:4.8.1-1ubuntu5.20.04","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"coreutils","ubuntu:20.04","8.30-3ubuntu2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"gzip","ubuntu:20.04","1.10-0ubuntu4","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"xz-utils","ubuntu:20.04","5.2.4-1ubuntu1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"libsepol","ubuntu:20.04","3.0-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"pam","ubuntu:20.04","1.3.1-5ubuntu4.1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"libwebp","ubuntu:20.04","0.6.1-2","dpkg","10","1","1","","10","1","1","","10","1","1","","2023-07-13T09:03:51"
"apache2","ubuntu:20.04","2.4.41-4ubuntu3.1","dpkg","9","12","8","","9","12","8","","9","12","7","","2023-07-13T09:03:51"
"expat","ubuntu:20.04","2.2.9-1build1","dpkg","7","7","3","","7","7","3","","7","7","3","","2023-07-13T09:03:51"
"openssl","ubuntu:20.04","1.1.1f-1ubuntu2.3","dpkg","3","3","5","","3","3","5","","3","3","5","","2023-07-13T09:03:51"
"python3.8","ubuntu:20.04","3.8.5-1~20.04.2","dpkg","1","3","5","","1","3","5","","1","3","4","","2023-07-13T09:03:51"
"freetype","ubuntu:20.04","2.10.1-2ubuntu0.1","dpkg","1","3","1","","1","3","1","","1","3","1","","2023-07-13T09:03:51"
"nss","ubuntu:20.04","2:3.49.1-1ubuntu1.5","dpkg","1","1","2","","1","1","2","","1","1","2","","2023-07-13T09:03:51"
"libx11","ubuntu:20.04","2:1.6.9-2ubuntu1.1","dpkg","1","","1","","1","","1","","1","","1","","2023-07-13T09:03:51"
"openldap","ubuntu:20.04","2.4.49+dfsg-2ubuntu1.7","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"curl","ubuntu:20.04","7.68.0-1ubuntu2.5","dpkg","","5","11","","","5","11","","","5","11","","2023-07-13T09:03:51"
"libxml2","ubuntu:20.04","2.9.10+dfsg-5","dpkg","","5","9","","","5","9","","","5","9","","2023-07-13T09:03:51"
"git","ubuntu:20.04","1:2.25.1-1ubuntu3.1","dpkg","","4","9","","","4","9","","","3","9","","2023-07-13T09:03:51"
"poppler","ubuntu:20.04","0.86.1-0ubuntu1","dpkg","","2","1","","","2","1","","","","1","","2023-07-13T09:03:51"
"tiff","ubuntu:20.04","4.1.0+git191117-2ubuntu0.20.04.1","dpkg","","1","38","","","1","38","","","1","36","","2023-07-13T09:03:51"
"sqlite3","ubuntu:20.04","3.31.1-4ubuntu0.2","dpkg","","1","3","","","1","3","","","1","3","","2023-07-13T09:03:51"
"krb5","ubuntu:20.04","1.17-6ubuntu4.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:51"
"libjpeg-turbo","ubuntu:20.04","2.0.3-0ubuntu1.20.04.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:51"
"openjpeg2","ubuntu:20.04","2.3.1-1ubuntu4.20.04.1","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:51"
"openssh","ubuntu:20.04","1:8.2p1-4ubuntu0.2","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:51"
"cyrus-sasl2","ubuntu:20.04","2.1.27+dfsg-2","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"git-lfs","ubuntu:20.04","2.9.2-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"icu","ubuntu:20.04","66.1-2ubuntu2","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"nghttp2","ubuntu:20.04","1.40.0-1build1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"heimdal","ubuntu:20.04","7.7.0+dfsg-1ubuntu1","dpkg","","","8","","","","8","","","","8","","2023-07-13T09:03:51"
"cairo","ubuntu:20.04","1.16.0-4ubuntu1","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:51"
"clamav","ubuntu:20.04","0.102.4+dfsg-0ubuntu0.20.04.1","dpkg","","7","4","","","7","4","","","7","4","","2023-07-13T09:03:51"
"pcre2","ubuntu:20.04","10.34-7","dpkg","2","","","","2","","","","2","","","","2023-07-13T09:03:51"
"dpkg","ubuntu:20.04","1.19.7ubuntu3","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"ncurses","ubuntu:20.04","6.2-0ubuntu2","dpkg","","2","1","","","2","1","","","2","1","","2023-07-13T09:03:51"
"pcre3","ubuntu:20.04","2:8.39-12build1","dpkg","","2","1","","","2","1","","","1","1","","2023-07-13T09:03:51"
"perl","ubuntu:20.04","5.30.0-9ubuntu0.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"zlib","ubuntu:20.04","1:1.2.11.dfsg-2ubuntu1.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"glibc","ubuntu:20.04","2.31-0ubuntu9.2","dpkg","3","3","5","","","1","","","","","","","2023-07-13T09:03:51"
"bash","ubuntu:20.04","5.0-6ubuntu1.1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"e2fsprogs","ubuntu:20.04","1.45.5-2ubuntu1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"gmp","ubuntu:20.04","2:6.2.0+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"systemd","ubuntu:20.04","245.4-4ubuntu3.15","dpkg","","","5","","","","5","","","","2","","2023-07-13T09:03:51"
"gnutls28","ubuntu:20.04","3.6.13-2ubuntu1.6","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"tar","ubuntu:20.04","1.30+dfsg-7ubuntu0.20.04.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"util-linux","ubuntu:20.04","2.34-0.1ubuntu9.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"gnupg2","ubuntu:20.04","2.2.19-3ubuntu2.1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"shadow","ubuntu:20.04","1:4.8.1-1ubuntu5.20.04.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"coreutils","ubuntu:20.04","8.30-3ubuntu2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:51"
"gzip","ubuntu:20.04","1.10-0ubuntu4","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"xz-utils","ubuntu:20.04","5.2.4-1ubuntu1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"libsepol","ubuntu:20.04","3.0-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"pam","ubuntu:20.04","1.3.1-5ubuntu4.3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:51"
"apache2","ubuntu:20.04","2.4.41-4ubuntu3.9","dpkg","5","5","7","","5","5","7","","5","5","6","","2023-07-13T09:03:51"
"openssl","ubuntu:20.04","1.1.1f-1ubuntu2.10","dpkg","2","2","5","","2","2","5","","2","2","5","","2023-07-13T09:03:51"
"freetype","ubuntu:20.04","2.10.1-2ubuntu0.1","dpkg","1","3","1","","1","3","1","","1","3","1","","2023-07-13T09:03:51"
"expat","ubuntu:20.04","2.2.9-1ubuntu0.2","dpkg","1","1","3","","1","1","3","","1","1","3","","2023-07-13T09:03:51"
"openldap","ubuntu:20.04","2.4.49+dfsg-2ubuntu1.8","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"curl","ubuntu:20.04","7.68.0-1ubuntu2.7","dpkg","","4","8","","","4","8","","","4","8","","2023-07-13T09:03:51"
"git","ubuntu:20.04","1:2.25.1-1ubuntu3.2","dpkg","","3","9","","","3","9","","","2","9","","2023-07-13T09:03:51"
"libxml2","ubuntu:20.04","2.9.10+dfsg-5ubuntu0.20.04.1","dpkg","","2","6","","","2","6","","","2","6","","2023-07-13T09:03:51"
"python3.8","ubuntu:20.04","3.8.10-0ubuntu1~20.04.2","dpkg","","2","4","","","2","4","","","2","3","","2023-07-13T09:03:51"
"poppler","ubuntu:20.04","0.86.1-0ubuntu1","dpkg","","2","1","","","2","1","","","","1","","2023-07-13T09:03:51"
"tiff","ubuntu:20.04","4.1.0+git191117-2ubuntu0.20.04.2","dpkg","","1","37","","","1","37","","","1","35","","2023-07-13T09:03:51"
"sqlite3","ubuntu:20.04","3.31.1-4ubuntu0.2","dpkg","","1","3","","","1","3","","","1","3","","2023-07-13T09:03:51"
"nss","ubuntu:20.04","2:3.49.1-1ubuntu1.6","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:51"
"krb5","ubuntu:20.04","1.17-6ubuntu4.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:51"
"libjpeg-turbo","ubuntu:20.04","2.0.3-0ubuntu1.20.04.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:51"
"openjpeg2","ubuntu:20.04","2.3.1-1ubuntu4.20.04.1","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:51"
"openssh","ubuntu:20.04","1:8.2p1-4ubuntu0.4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:51"
"git-lfs","ubuntu:20.04","2.9.2-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"glibc","ubuntu:20.04","2.31-0ubuntu9.7","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:51"
"nghttp2","ubuntu:20.04","1.40.0-1build1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"heimdal","ubuntu:20.04","7.7.0+dfsg-1ubuntu1","dpkg","","","8","","","","8","","","","8","","2023-07-13T09:03:51"
"cairo","ubuntu:20.04","1.16.0-4ubuntu1","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:51"
"jbigkit","ubuntu:20.04","2.1-3.1build1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"libssh","ubuntu:20.04","0.9.3-2ubuntu2.2","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:51"
"apr-util","ubuntu:20.04","1.6.1-4ubuntu2","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:51"
"clamav","ubuntu:20.04","0.103.5+dfsg-1~20.04.1","dpkg","","3","4","","","3","4","","","3","4","","2023-07-13T09:03:51"
"pcre2","ubuntu:20.04","10.34-7","dpkg","2","","","","2","","","","2","","","","2023-07-13T09:03:51"
"dpkg","ubuntu:20.04","1.19.7ubuntu3","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:51"
"ncurses","ubuntu:20.04","6.2-0ubuntu2","dpkg","","2","1","","","2","1","","","2","1","","2023-07-13T09:03:51"
"pcre3","ubuntu:20.04","2:8.39-12build1","dpkg","","2","1","","","2","1","","","1","1","","2023-07-13T09:03:51"
"perl","ubuntu:20.04","5.30.0-9ubuntu0.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"zlib","ubuntu:20.04","1:1.2.11.dfsg-2ubuntu1.2","dpkg","","1","1","","","1","1","","","1","1","","2023-07-13T09:03:51"
"glibc","ubuntu:20.04","2.31-0ubuntu9.2","dpkg","3","3","5","","","1","","","","","","","2023-07-13T09:03:51"
"bash","ubuntu:20.04","5.0-6ubuntu1.1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"e2fsprogs","ubuntu:20.04","1.45.5-2ubuntu1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:51"
"gmp","ubuntu:20.04","2:6.2.0+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:52"
"systemd","ubuntu:20.04","245.4-4ubuntu3.15","dpkg","","","5","","","","5","","","","2","","2023-07-13T09:03:52"
"gnutls28","ubuntu:20.04","3.6.13-2ubuntu1.6","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:52"
"tar","ubuntu:20.04","1.30+dfsg-7ubuntu0.20.04.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:52"
"util-linux","ubuntu:20.04","2.34-0.1ubuntu9.1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:52"
"gnupg2","ubuntu:20.04","2.2.19-3ubuntu2.1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:52"
"shadow","ubuntu:20.04","1:4.8.1-1ubuntu5.20.04.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:52"
"coreutils","ubuntu:20.04","8.30-3ubuntu2","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:52"
"gzip","ubuntu:20.04","1.10-0ubuntu4","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:52"
"xz-utils","ubuntu:20.04","5.2.4-1ubuntu1","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:52"
"libsepol","ubuntu:20.04","3.0-1","dpkg","","","","","","","","","","","","","2023-07-13T09:03:52"
"pam","ubuntu:20.04","1.3.1-5ubuntu4.3","dpkg","","","","","","","","","","","","","2023-07-13T09:03:52"
"apache2","ubuntu:20.04","2.4.41-4ubuntu3.9","dpkg","5","5","7","","5","5","7","","5","5","6","","2023-07-13T09:03:52"
"openssl","ubuntu:20.04","1.1.1f-1ubuntu2.10","dpkg","2","2","5","","2","2","5","","2","2","5","","2023-07-13T09:03:52"
"freetype","ubuntu:20.04","2.10.1-2ubuntu0.1","dpkg","1","3","1","","1","3","1","","1","3","1","","2023-07-13T09:03:52"
"expat","ubuntu:20.04","2.2.9-1ubuntu0.2","dpkg","1","1","3","","1","1","3","","1","1","3","","2023-07-13T09:03:52"
"openldap","ubuntu:20.04","2.4.49+dfsg-2ubuntu1.8","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:52"
"curl","ubuntu:20.04","7.68.0-1ubuntu2.7","dpkg","","4","8","","","4","8","","","4","8","","2023-07-13T09:03:52"
"git","ubuntu:20.04","1:2.25.1-1ubuntu3.2","dpkg","","3","9","","","3","9","","","2","9","","2023-07-13T09:03:52"
"libxml2","ubuntu:20.04","2.9.10+dfsg-5ubuntu0.20.04.1","dpkg","","2","6","","","2","6","","","2","6","","2023-07-13T09:03:52"
"python3.8","ubuntu:20.04","3.8.10-0ubuntu1~20.04.2","dpkg","","2","4","","","2","4","","","2","3","","2023-07-13T09:03:52"
"poppler","ubuntu:20.04","0.86.1-0ubuntu1","dpkg","","2","1","","","2","1","","","","1","","2023-07-13T09:03:52"
"tiff","ubuntu:20.04","4.1.0+git191117-2ubuntu0.20.04.2","dpkg","","1","37","","","1","37","","","1","35","","2023-07-13T09:03:52"
"sqlite3","ubuntu:20.04","3.31.1-4ubuntu0.2","dpkg","","1","3","","","1","3","","","1","3","","2023-07-13T09:03:52"
"nss","ubuntu:20.04","2:3.49.1-1ubuntu1.6","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:52"
"krb5","ubuntu:20.04","1.17-6ubuntu4.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:52"
"libjpeg-turbo","ubuntu:20.04","2.0.3-0ubuntu1.20.04.1","dpkg","","1","2","","","1","2","","","1","2","","2023-07-13T09:03:52"
"openjpeg2","ubuntu:20.04","2.3.1-1ubuntu4.20.04.1","dpkg","","1","2","","","1","2","","","","","","2023-07-13T09:03:52"
"openssh","ubuntu:20.04","1:8.2p1-4ubuntu0.4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:52"
"git-lfs","ubuntu:20.04","2.9.2-1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"glibc","ubuntu:20.04","2.31-0ubuntu9.7","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"nghttp2","ubuntu:20.04","1.40.0-1build1","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:52"
"heimdal","ubuntu:20.04","7.7.0+dfsg-1ubuntu1","dpkg","","","8","","","","8","","","","8","","2023-07-13T09:03:52"
"cairo","ubuntu:20.04","1.16.0-4ubuntu1","dpkg","","","3","","","","3","","","","","","2023-07-13T09:03:52"
"jbigkit","ubuntu:20.04","2.1-3.1build1","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:52"
"libssh","ubuntu:20.04","0.9.3-2ubuntu2.2","dpkg","","","2","","","","2","","","","2","","2023-07-13T09:03:52"
"apr-util","ubuntu:20.04","1.6.1-4ubuntu2","dpkg","","","1","","","","1","","","","1","","2023-07-13T09:03:52"
"clamav","ubuntu:20.04","0.103.5+dfsg-1~20.04.1","dpkg","","3","4","","","3","4","","","3","4","","2023-07-13T09:03:52"
"openssl","debian:10","1.1.1d-0+deb10u7","dpkg","2","1","4","8","2","1","4","8","2","1","2","8","2023-07-13T09:03:52"
"pcre2","debian:10","10.32-5","dpkg","2","1","","","2","1","","","2","1","","","2023-07-13T09:03:52"
"openldap","debian:10","2.4.47+dfsg-3+deb10u6","dpkg","1","2","2","1","1","2","2","1","1","","","","2023-07-13T09:03:52"
"curl","debian:10","7.64.0-4+deb10u2","dpkg","","4","7","11","","4","7","11","","4","5","8","2023-07-13T09:03:52"
"libssh2","debian:10","1.8.0-2.1","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:52"
"krb5","debian:10","1.17-3+deb10u3","dpkg","","1","","1","","1","","1","","","","1","2023-07-13T09:03:52"
"nghttp2","debian:10","1.36.0-2+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"wget","debian:10","1.20.1-1.1","dpkg","","","1","","","","1","","","","","","2023-07-13T09:03:52"
"glibc","debian:10","2.28-10","dpkg","5","7","7","1","5","7","7","1","4","3","4","1","2023-07-13T09:03:52"
"tar","debian:10","1.30+dfsg-6","dpkg","1","1","1","","1","1","1","","","","","","2023-07-13T09:03:52"
"db5.3","debian:10","5.3.28+dfsg1-0.5","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:52"
"dpkg","debian:10","1.19.7","dpkg","1","","","","1","","","","1","","","","2023-07-13T09:03:52"
"libseccomp","debian:10","2.3.3-4","dpkg","1","","","","1","","","","","","","","2023-07-13T09:03:52"
"pcre3","debian:10","2:8.39-12","dpkg","","4","2","","","4","2","","","","","","2023-07-13T09:03:52"
"systemd","debian:10","241-7~deb10u8","dpkg","","2","1","4","","2","1","4","","","","2","2023-07-13T09:03:52"
"libgcrypt20","debian:10","1.8.4-5+deb10u1","dpkg","","2","1","","","2","1","","","","","","2023-07-13T09:03:52"
"perl","debian:10","5.28.1-6+deb10u1","dpkg","","2","","1","","2","","1","","","","","2023-07-13T09:03:52"
"ncurses","debian:10","6.1+20181013-2+deb10u2","dpkg","","2","","1","","2","","1","","1","","","2023-07-13T09:03:52"
"gcc-8","debian:10","8.3.0-6","dpkg","","2","","","","2","","","","","","","2023-07-13T09:03:52"
"shadow","debian:10","1:4.5-1.1","dpkg","","1","3","1","","1","3","1","","","","","2023-07-13T09:03:52"
"gnupg2","debian:10","2.2.12-1+deb10u1","dpkg","","1","1","","","1","1","","","","1","","2023-07-13T09:03:52"
"iptables","debian:10","1.8.2-4","dpkg","","1","1","","","1","1","","","","","","2023-07-13T09:03:52"
"zlib","debian:10","1:1.2.11.dfsg-1","dpkg","","1","","1","","1","","1","","1","","1","2023-07-13T09:03:52"
"bash","debian:10","5.0-4","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"e2fsprogs","debian:10","1.44.5-1+deb10u3","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"gmp","debian:10","2:6.1.2+dfsg-4","dpkg","","1","","","","1","","","","1","","","2023-07-13T09:03:52"
"libidn2","debian:10","2.0.5-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"lz4","debian:10","1.8.3-1+deb10u1","dpkg","","1","","","","1","","","","","","","2023-07-13T09:03:52"
"coreutils","debian:10","8.30-3","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:52"
"util-linux","debian:10","2.33.1-0.1","dpkg","","","2","","","","2","","","","","","2023-07-13T09:03:52"
